job_in_feb,work_in_feb,bus_in_feb,work_days_feb,work_hours_feb,take_home_pay_feb,job_in_apr,work_in_apr,bus_in_apr,work_days_apr,work_hours_apr,take_home_pay_apr,last_monthly_pay_apr,return_to_work,main_form_work,usual_work
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,7.0,,Yes,,,5.0,7.0,,,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,,No,No - I did nothing,,,,,,,
Yes,,,5.0,7.0,1200.0,Yes,,,5.0,7.0,,1200.0,,Casual work,Service and sales workers
Yes,,,4.0,12.0,12000.0,Yes,,,4.0,12.0,,12000.0,,Regular job,Service and sales workers
Yes,,,5.0,8.0,1000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,I run a business,
Yes,,,7.0,,180.0,Yes,,,7.0,,,900.0,,Regular job,Elementary occupations
Yes,,,4.0,12.0,,Yes,,,4.0,12.0,,,,Casual work,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,10.0,1200.0,Yes,,,6.0,6.0,,,,Regular job,Service and sales workers
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,10000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,4300.0,No,No,No - I did nothing,,,,,,,
No,No,Yes,2.0,9.0,700.0,No,No,Yes,,,700.0,,,I run a business,
Yes,,,5.0,9.0,700.0,Yes,,,5.0,9.0,,,,Regular job,Service and sales workers
Yes,,,6.0,8.0,3600.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,11.0,6500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I'm employed,3.0,0.0,,,,Casual work,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,11.0,,No,No,No - I did nothing,,,,,No,,
No,Yes,,2.0,6.0,,No,No,Yes,,,,,,,"Skilled agricultural, forestry and fishery workers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,,Yes,,,4.0,,,,,Regular job,Service and sales workers
No,,,,,,,,,,,,,,,
Yes,,,5.0,8.0,2000.0,No,No,No - I did nothing,,,,,No,,
,Yes,,4.0,6.0,,No,Yes,,2.0,4.0,,,,Casual work,Craft and related trades workers
Yes,,,6.0,12.0,2500.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Service and sales workers
Yes,,,5.0,8.0,1200.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,4.0,7.0,,3000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I'm employed,0.0,0.0,,,,,Not Employed
No,Yes,,5.0,6.0,1000.0,No,No,No - I did nothing,,,,,No,,
No,Yes,,2.0,10.0,1000.0,No,No,No - I did nothing,,,,,No,,
No,No,Yes,,,3000.0,No,Yes,,4.0,2.0,,,,Casual work,Elementary occupations
No,No,Yes,7.0,8.0,250.0,No,No,Yes,,,250.0,,,I run a business,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,5.0,6.0,600.0,No,No,No - I did nothing,,,,,No,,
No,No,Yes,2.0,4.0,150.0,Yes,,,,,,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,7.0,8.0,1500.0,No,No,Yes,,,1500.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,Yes,3.0,4.0,900.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
Yes,,,2.0,8.0,700.0,Yes,,,2.0,8.0,,780.0,,Casual work,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,12.0,3500.0,Yes,,,7.0,12.0,,3000.0,,Casual work,Service and sales workers
Yes,,,4.0,9.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,7.0,2000.0,Yes,,,2.0,7.0,,,,Casual work,Elementary occupations
Yes,,,5.0,9.0,4000.0,Yes,,,5.0,9.0,,3900.0,,Regular job,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,8.0,1100.0,No,Yes,,,,,700.0,,Regular job,Managers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,3.0,2000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,5.0,2.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,Yes,,,,,,,,Regular job,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,,,1500.0,,,I run a business,
Yes,,,5.0,8.0,,No,Yes,,7.0,8.0,,,,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,,1000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,7.0,9.0,1500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,0.0,0.0,0.0,Yes,,,5.0,8.0,,2500.0,,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,12.0,7400.0,Yes,,,6.0,12.0,,5000.0,,Regular job,Service and sales workers
Yes,,,5.0,8.0,2000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3800.0,Yes,,,5.0,8.0,,3800.0,,Regular job,Service and sales workers
Yes,,,4.0,12.0,,Yes,,,4.0,12.0,,,,Regular job,Technicians and associate professionals
Yes,,,3.0,6.0,1200.0,Yes,,,,,,800.0,,Casual work,Service and sales workers
Yes,,,5.0,8.0,300.0,No,No,No - I did nothing,,,,,No,,
No,Yes,,5.0,6.0,1600.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,3.0,1000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,13500.0,Yes,,,4.0,8.0,,13500.0,,Regular job,Managers
No,No,No - I'm employed,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,Yes,,,,,,,,Casual work,Self-Employed
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,7.0,,No,No,No - I did nothing,,,,,Yes,Regular job,
Yes,,,5.0,8.0,65000.0,Yes,,,5.0,4.0,,29000.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Technicians and associate professionals
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,,,Regular job,Professionals
Yes,,,5.0,8.0,3700.0,Yes,,,5.0,8.0,,3700.0,,Regular job,Clerical support workers
Yes,,,2.0,8.0,1000.0,Yes,,,2.0,8.0,,520.0,,Casual work,Elementary occupations
Yes,,,7.0,8.0,,No,No,No - I did nothing,0.0,0.0,,6930.0,Yes,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,6000.0,No,No,No - I did nothing,,,,,Yes,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,1500.0,No,No,No - I did nothing,,,400.0,,Yes,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,1600.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,1100.0,Yes,,,3.0,8.0,,,,Casual work,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,,,No,No,No - I did nothing,,,,,Yes,Casual work,Elementary occupations
Yes,,,6.0,10.0,5000.0,No,No,No - I did nothing,,,,4800.0,Yes,Regular job,
Yes,,,7.0,7.0,,Yes,,,7.0,,,,,Regular job,Craft and related trades workers
Yes,,,5.0,8.0,3750.0,Yes,,,7.0,5.0,,3750.0,,Regular job,Elementary occupations
No,Yes,,1.0,7.0,150.0,No,No,No - I did nothing,,,,,No,,
No,,No - I did nothing,,,,No,,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,4500.0,No,No,No - I did nothing,,,,,No,,
No,Yes,,4.0,7.0,700.0,No,No,No - I did nothing,,,,,,,
Yes,,,3.0,9.0,1000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,7.0,2500.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Regular job,"Plant and machine operators, and assemblers"
Yes,,,5.0,8.0,8000.0,Yes,,,4.0,8.0,,9000.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,,No,Yes,,5.0,5.0,,,,Regular job,Craft and related trades workers
Yes,,,5.0,8.0,1200.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,3600.0,Yes,,,5.0,9.0,,3600.0,,Regular job,Clerical support workers
No,Yes,,5.0,5.0,2500.0,Yes,,,0.0,0.0,,3500.0,,Casual work,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,,Not Employed
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,2000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,12000.0,Yes,,,5.0,8.0,,,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,9.0,12000.0,Yes,,,6.0,9.0,,12000.0,,Regular job,Managers
No,No,Yes,5.0,5.0,,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,5.0,8.0,2000.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,35000.0,No,Yes,,5.0,4.0,,26000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,Yes,,,,,,,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,4.0,1700.0,Yes,,,3.0,4.0,,1700.0,,Regular job,Elementary occupations
Yes,,,7.0,,6000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,18000.0,No,Yes,,,,,18000.0,,Regular job,Professionals
Yes,,,5.0,8.0,2600.0,No,No,Yes,0.0,0.0,,2800.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,4.0,6.0,5000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,0.0,0.0,3000.0,Yes,,,0.0,0.0,,3000.0,,Casual work,Professionals
Yes,,,5.0,4.0,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,5400.0,No,No,No - I did nothing,,,,5200.0,Yes,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,6000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,12000.0,Yes,,,5.0,8.0,,12000.0,,Regular job,Service and sales workers
Yes,,,5.0,9.0,3400.0,No,No,No - I'm employed,0.0,0.0,,0.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,5.0,4.0,,7000.0,Yes,Regular job,Elementary occupations
Yes,,,5.0,8.0,10000.0,Yes,,,5.0,8.0,,10000.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,9.0,6000.0,No,No,No - I did nothing,5.0,9.0,,6000.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,4.0,2000.0,Yes,,,5.0,4.0,,2000.0,,Regular job,Elementary occupations
Yes,,,6.0,9.0,8000.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Managers
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,8.0,23000.0,No,Yes,,0.0,0.0,,23000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3800.0,No,No,No - I did nothing,,,,,,,
Yes,,,5.0,8.0,3900.0,No,No,No - I'm employed,0.0,0.0,,3800.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,3000.0,Yes,,,,,3000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,8500.0,Yes,,,3.0,4.0,,7000.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,2.0,2500.0,Yes,,,0.0,0.0,,,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,,,3300.0,Yes,,,,,,1300.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,12.0,,No,No,,3.0,12.0,,,Yes,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,9000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,No,No,No - I did nothing,0.0,0.0,,2000.0,Yes,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,12.0,4700.0,Yes,,,7.0,12.0,,9000.0,,Regular job,Service and sales workers
Yes,,,5.0,8.0,34000.0,Yes,,,5.0,14.0,,34000.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Professionals
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I'm employed,0.0,0.0,,,,,Not Employed
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,4.0,8.0,2000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,10.0,20000.0,No,Yes,,,,,,,Self-employed,
No,Yes,,,,600.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,6.0,1000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,3.0,5.0,1127.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,12.0,4000.0,Yes,,,1.0,10.0,,,,Casual work,Clerical support workers
Yes,,,7.0,12.0,4500.0,Yes,,,7.0,12.0,,2000.0,,Casual work,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,,No,No,No - I'm employed,0.0,0.0,,0.0,,Regular job,Clerical support workers
Yes,,,4.0,8.0,2000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,,Yes,,,5.0,12.0,,6500.0,,Regular job,Service and sales workers
Yes,,,7.0,9.0,1000.0,No,Yes,,,,,,,Casual work,Craft and related trades workers
Yes,,,5.0,7.0,980.0,Yes,,,5.0,7.0,,1200.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,4000.0,Yes,,,,,,4000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,700.0,No,No,No - I did nothing,0.0,0.0,,700.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,3.0,,Yes,,,3.0,3.0,,,,Casual work,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,9.0,1300.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,11000.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,,2500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,Yes,,,,,,,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,32000.0,Yes,,,3.0,3.0,,32000.0,,Regular job,Elementary occupations
Yes,,,7.0,14.0,,No,No,No - I'm employed,7.0,14.0,,,,Casual work,"Plant and machine operators, and assemblers"
No,Yes,,2.0,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,1700.0,No,No,No - I did nothing,,,,,,,
Yes,,,4.0,5.0,5000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,4500.0,Yes,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,8.0,2500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,No,No,No - I did nothing,,,,,No,,
,,No - I did nothing,,,,,,No - I did nothing,,,,,,,
Yes,,,5.0,6.0,1250.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,3800.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,,,,,,Self-employed,
Yes,,,5.0,,2500.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,0.0,No,No,No - I'm employed,0.0,0.0,,0.0,,,Not applicable
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,,,150.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,5.0,3.0,250.0,Yes,,,,,1000.0,,,Self-employed,
"No, I'm retired",,,,,,,,,,,,,,,
No,Yes,,7.0,4.0,200.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,3200.0,Yes,,,5.0,9.0,,,,Regular job,Craft and related trades workers
Yes,,,6.0,8.0,,No,No,No - I'm employed,,,,,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,2400.0,Yes,,,5.0,7.0,,2400.0,,Regular job,Clerical support workers
No,Yes,,3.0,4.0,1000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,7.0,2.0,,No,No,Yes,,,300.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,11.0,11100.0,Yes,,,6.0,11.0,,11100.0,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,5.0,8.0,4600.0,Yes,,,5.0,8.0,,,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,1.0,1.0,300.0,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,4000.0,Yes,,,4.0,12.0,,3800.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,Yes,,,180.0,,,Self-employed,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,Yes,3.0,3.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I'm employed,0.0,0.0,,,,,Not Employed
Yes,,,5.0,8.0,3400.0,Yes,,,5.0,6.0,,0.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,4.0,6.0,1500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,No,Yes,,,,,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,15000.0,Yes,,,5.0,7.0,,15000.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,9100.0,Yes,,,5.0,8.0,,9100.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Elementary occupations
Yes,,,5.0,8.0,8500.0,No,No,No - I'm employed,,,,,,,"Plant and machine operators, and assemblers"
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,3000.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
